AudioXnadmin,service,lead_id,lead_created,lead_type,lead_source,lead_rating,lead_subrating,number of boxes,total revenue,number of partners,partner of interest,evaluator_timer,evaluator_id,rccontactid
5618594172_3786138_09-08_13-46-44_Inbound_Ashley.mp4,Medical Waste,3786138,2025-09-08 13:52:29,Paid,adwords,Standard,,0,39.99,1,,3:50,5a4297ff-06ad-d18a-9d83-579921033041,682003534087
6614849788_3786098_09-08_13-21-57_Inbound_Ashley.mp4,Records,3786098,2025-09-08 13:28:36,Local,local-call,Unsold,INVALID,0,0,0,,3:15,5a4297ff-06ad-d18a-9d83-579921033041,682003514574
3238041501_3787242_09-09_15-55-18_Inbound_Ashley.mp4,Records,3787242,2025-09-09 15:57:09,Retail,dropoff-call,Unsold,INVALID,0,0,0,,0:49,5a4297ff-06ad-d18a-9d83-579921033041,682004130838
8666615304_3788207_09-10_16-51-29_Outbound_Sharleen.mp4,Records,3787336,2025-09-10 5:14:18,Affiliate-form,securescan-22661,Unsold,NOT READY,0,0,0,,,5a4297ff-06ad-d18a-9d83-579921033041,
3073992279_3788503_09-11_10-30-47_Inbound_Briscia.mp4,Records,3788100,2025-09-10 15:01:29,Vignette-form,gmb,Premium,,30,211.26,2,,,5a4297ff-06ad-d18a-9d83-579921033041,
6162141980_3785640_09-08_08-55-17_Inbound_Ashley.mp4,Shredding,3785640,2025-09-08 9:02:25,Retail,dropoff-call,Unsold,INVALID,8,0,0,,1:55,5a4297ff-06ad-d18a-9d83-579921033041,682003279867
8286746868_3785652_09-08_09-04-23_Inbound_Ashley.mp4,Shredding,3785652,2025-09-08 9:09:09,Retail,dropoff-call,Unsold,TEXT REFER,2,0,0,,3:05,5a4297ff-06ad-d18a-9d83-579921033041,682003286940
5126264141_3785654_09-08_09-06-38_Inbound_Ashley.mp4,Shredding,3785654,2025-09-08 9:10:06,Retail,dropoff-call,Unsold,INVALID,0,0,0,,0:35,5a4297ff-06ad-d18a-9d83-579921033041,682003288738
4503191008_3785659_09-08_09-12-08_Outbound_Ashley.mp4,Shredding,3785659,2025-09-08 9:12:17,Retail,dropoff-call,Unsold,DIRECT CONNECT,2,0,0,,1:18,5a4297ff-06ad-d18a-9d83-579921033041,682003290183
5403123054_3785668_09-08_09-12-09_Inbound_Ashley.mp4,Shredding,3785668,2025-09-08 9:16:57,Retail,dropoff-call,Unsold,TEXT REFER,1,0,0,,1:34,5a4297ff-06ad-d18a-9d83-579921033041,682003293208
